series_id,content_group,domain,am,K,g,omega_len,gt_len,gt_shorter_than_g,chance,oracle_rma,oracle_rra,neg_mass_ratio,rma_relu,rra_relu,nrma_relu,nrra_relu,rma_abs,rra_abs,nrma_abs,nrra_abs
5,cg005,Air Temperature,MPNative,8,6,48,2,True,0.041666666666666664,0.16666666666666666,0.0,0.0,0.15161056544566376,0.0,0.8795511902319768,,0.15161056544566376,0.0,0.8795511902319768,
11,cg011,ECG,Random,22,22,481,301,False,0.6257796257796258,0.9811235276351555,0.9833887043189369,0.0,0.6883310970800925,0.6976744186046512,0.17603079994854673,0.20104297440849841,0.6883310970800925,0.6976744186046512,0.17603079994854673,0.20104297440849841
11,cg011,ECG,FeatureAblation,22,22,481,301,False,0.6257796257796258,0.9811235276351555,0.9833887043189369,0.3577864275206028,1.0000000000000002,0.7109634551495017,1.0531217006012368,0.23820376629647516,1.0000000000000002,0.7807308970099668,1.0531217006012368,0.4332979237083535
11,cg011,ECG,KernelSHAP,22,22,481,301,False,0.6257796257796258,0.9811235276351555,0.9833887043189369,0.13712873596303293,0.8733752903744099,0.8305647840531561,0.6967775816663592,0.5726508932882666,0.784502652412768,0.6345514950166113,0.44667440697398925,0.024529212940608596
11,cg011,ECG,MPNative,22,22,481,301,False,0.6257796257796258,0.9811235276351555,0.9833887043189369,0.0,1.0,0.6710963455149501,1.053121700601236,0.1267213906325446,1.0,0.6710963455149501,1.053121700601236,0.1267213906325446
27,cg027,ABP,Random,9,45,377,13,True,0.034482758620689655,0.28888888888888886,0.38461538461538464,0.0,0.001091446880259448,0.0,-0.13125199343753444,-0.09848484848484848,0.001091446880259448,0.0,-0.13125199343753444,-0.09848484848484848
27,cg027,ABP,FeatureAblation,9,45,377,13,True,0.034482758620689655,0.28888888888888886,0.38461538461538464,0.342958332111116,0.23212059972617416,0.23076923076923078,0.7768595862730642,0.5606060606060606,0.15251290599545347,0.23076923076923078,0.4639438021809241,0.5606060606060606
27,cg027,ABP,KernelSHAP,9,45,377,13,True,0.034482758620689655,0.28888888888888886,0.38461538461538464,0.3894271267964763,0.11365413086510551,0.0,0.3112007252378395,-0.09848484848484848,0.06939412923375676,0.0,0.1372269236447367,-0.09848484848484848
27,cg027,ABP,MPNative,9,45,377,13,True,0.034482758620689655,0.28888888888888886,0.38461538461538464,0.0,0.1936394808731384,0.38461538461538464,0.6256009715043545,1.0,0.1936394808731384,0.38461538461538464,0.6256009715043545,1.0
32,cg032,ABP,Random,17,44,713,359,False,0.5035063113604488,0.979045327931122,0.9777158774373259,0.0,0.47266066191708833,0.5069637883008357,-0.06486460283701294,0.007291031619185811,0.47266066191708833,0.5069637883008357,-0.06486460283701294,0.007291031619185811
32,cg032,ABP,FeatureAblation,17,44,713,359,False,0.5035063113604488,0.979045327931122,0.9777158774373259,1.5313923615193842e-15,0.9964608791887427,0.6991643454038997,1.036622759964497,0.41259824356164837,0.9964608791887412,0.6155988857938719,1.0366227599644937,0.23637771663014298
32,cg032,ABP,KernelSHAP,17,44,713,359,False,0.5035063113604488,0.979045327931122,0.9777158774373259,0.049280526440727515,0.9269162626229691,0.6100278551532033,0.8903789941694393,0.2246296815013759,0.8851351045780921,0.6100278551532033,0.8025183632033834,0.2246296815013759
32,cg032,ABP,MPNative,17,44,713,359,False,0.5035063113604488,0.979045327931122,0.9777158774373259,0.0,0.997118754667037,0.7047353760445683,1.0380061910929006,0.42434627869041547,0.997118754667037,0.7047353760445683,1.0380061910929006,0.42434627869041547
34,cg034,ABP,Random,13,38,462,156,False,0.33766233766233766,0.965924426450742,0.967948717948718,0.0,0.20418024842507532,0.27564102564102566,-0.21246242868908566,-0.09840179632809401,0.20418024842507532,0.27564102564102566,-0.21246242868908566,-0.09840179632809401
34,cg034,ABP,FeatureAblation,13,38,462,156,False,0.33766233766233766,0.965924426450742,0.967948717948718,0.921509124283888,0.9736842105262817,0.30128205128205127,1.0123511894383193,-0.05772024831594244,0.9976410252806891,0.9743589743589743,1.0504830697187415,1.0101703870030379
